item,count,rank
163567,2,40274
149950,2,40274
166413,2,40274
202341,2,40274
120216,2,40274
166399,2,40274
202345,2,40274
166393,2,40274
166389,2,40274
202355,2,40274
202357,2,40274
163545,2,40274
149114,2,40274
166371,2,40274
166554,2,40274
166605,2,40274
122391,2,40274
129417,2,40274
166599,2,40274
202263,2,40274
202265,2,40274
119946,2,40274
166580,2,40274
166574,2,40274
119950,2,40274
166564,2,40274
166560,2,40274
202281,2,40274
202287,2,40274
166552,2,40274
166508,2,40274
120080,2,40274
122381,2,40274
202297,2,40274
120090,2,40274
149104,2,40274
203761,2,40274
120102,2,40274
166522,2,40274
166520,2,40274
129409,2,40274
203753,2,40274
166514,2,40274
163543,2,40274
166510,2,40274
166375,2,40274
149148,2,40274
166048,2,40274
137666,2,40274
137672,2,40274
166199,2,40274
166197,2,40274
149234,2,40274
166193,2,40274
149242,2,40274
203713,2,40274
149246,2,40274
166177,2,40274
120319,2,40274
166171,2,40274
166165,2,40274
163659,2,40274
166161,2,40274
202469,2,40274
166211,2,40274
203709,2,40274
163669,2,40274
166138,2,40274
33229,2,40274
202481,2,40274
149913,2,40274
120404,2,40274
202489,2,40274
163675,2,40274
166062,2,40274
166060,2,40274
166056,2,40274
166054,2,40274
166050,2,40274
166209,2,40274
163637,2,40274
202365,2,40274
163605,2,40274
163589,2,40274
149938,2,40274
163593,2,40274
202397,2,40274
137707,2,40274
163595,2,40274
202401,2,40274
202403,2,40274
202405,2,40274
202407,2,40274
129382,2,40274
120262,2,40274
166279,2,40274
166277,2,40274
203733,2,40274
202437,2,40274
166267,2,40274
137694,2,40274
166257,2,40274
120270,2,40274
122323,2,40274
166251,2,40274
166243,2,40274
137690,2,40274
137688,2,40274
166237,2,40274
166229,2,40274
166227,2,40274
166225,2,40274
149182,2,40274
165419,2,40274
163945,2,40274
168628,2,40274
121632,2,40274
121581,2,40274
164733,2,40274
164187,2,40274
121588,2,40274
164723,2,40274
164189,2,40274
164719,2,40274
164717,2,40274
203226,2,40274
149678,2,40274
121612,2,40274
164701,2,40274
137535,2,40274
149681,2,40274
203234,2,40274
149672,2,40274
164691,2,40274
203240,2,40274
164679,2,40274
164677,2,40274
203248,2,40274
164661,2,40274
203250,2,40274
164657,2,40274
121677,2,40274
164653,2,40274
128964,2,40274
203252,2,40274
137525,2,40274
121703,2,40274
149768,2,40274
203214,2,40274
164633,2,40274
203176,2,40274
149632,2,40274
149778,2,40274
203156,2,40274
203158,2,40274
121467,2,40274
164135,2,40274
203501,2,40274
203164,2,40274
164845,2,40274
164841,2,40274
164831,2,40274
149646,2,40274
149648,2,40274
164813,2,40274
164807,2,40274
121967,2,40274
121493,2,40274
164159,2,40274
203182,2,40274
203483,2,40274
121503,2,40274
164787,2,40274
203188,2,40274
164779,2,40274
164775,2,40274
203198,2,40274
203475,2,40274
164761,2,40274
121533,2,40274
121537,2,40274
121707,2,40274
203272,2,40274
164127,2,40274
137478,2,40274
203379,2,40274
164425,2,40274
164423,2,40274
164421,2,40274
149749,2,40274
149729,2,40274
164413,2,40274
203433,2,40274
203385,2,40274
164266,2,40274
121887,2,40274
121845,2,40274
164383,2,40274
164381,2,40274
136744,2,40274
164439,2,40274
149745,2,40274
149741,2,40274
149733,2,40274
164276,2,40274
164356,2,40274
164278,2,40274
164286,2,40274
164338,2,40274
203407,2,40274
203409,2,40274
203411,2,40274
164292,2,40274
164298,2,40274
164310,2,40274
203373,2,40274
121809,2,40274
136736,2,40274
164542,2,40274
149696,2,40274
164206,2,40274
203282,2,40274
121727,2,40274
203461,2,40274
164596,2,40274
203288,2,40274
203292,2,40274
164224,2,40274
164576,2,40274
203298,2,40274
164566,2,40274
164564,2,40274
203304,2,40274
149715,2,40274
203371,2,40274
203318,2,40274
164530,2,40274
164524,2,40274
164520,2,40274
164515,2,40274
164242,2,40274
203441,2,40274
128928,2,40274
164485,2,40274
203358,2,40274
149727,2,40274
164453,2,40274
203437,2,40274
203435,2,40274
164129,2,40274
164123,2,40274
163947,2,40274
137443,2,40274
202982,2,40274
163991,2,40274
165253,2,40274
136676,2,40274
202990,2,40274
202992,2,40274
122086,2,40274
129193,2,40274
202994,2,40274
203563,2,40274
165229,2,40274
202996,2,40274
165217,2,40274
165215,2,40274
129080,2,40274
165281,2,40274
129076,2,40274
203006,2,40274
121173,2,40274
149526,2,40274
165181,2,40274
129072,2,40274
149818,2,40274
122074,2,40274
149540,2,40274
149542,2,40274
164021,2,40274
164023,2,40274
165157,2,40274
149548,2,40274
165275,2,40274
122102,2,40274
165149,2,40274
163967,2,40274
202830,2,40274
202832,2,40274
149476,2,40274
165387,2,40274
202836,2,40274
165383,2,40274
165381,2,40274
163961,2,40274
165369,2,40274
165361,2,40274
149482,2,40274
122141,2,40274
202932,2,40274
149486,2,40274
121073,2,40274
149502,2,40274
165335,2,40274
202936,2,40274
149490,2,40274
165325,2,40274
165317,2,40274
165315,2,40274
149496,2,40274
129201,2,40274
165303,2,40274
165299,2,40274
121085,2,40274
165293,2,40274
122127,2,40274
121087,2,40274
122064,2,40274
136682,2,40274
137572,2,40274
136690,2,40274
203056,2,40274
121362,2,40274
203060,2,40274
165015,2,40274
165009,2,40274
203531,2,40274
164985,2,40274
203068,2,40274
164975,2,40274
164093,2,40274
203078,2,40274
149598,2,40274
164961,2,40274
121380,2,40274
203084,2,40274
203052,2,40274
149602,2,40274
203521,2,40274
203112,2,40274
121405,2,40274
137447,2,40274
164927,2,40274
203130,2,40274
136706,2,40274
129015,2,40274
122025,2,40274
164907,2,40274
203142,2,40274
203511,2,40274
164897,2,40274
165029,2,40274
165035,2,40274
149556,2,40274
164061,2,40274
165133,2,40274
164031,2,40274
203543,2,40274
122060,2,40274
164043,2,40274
129056,2,40274
203541,2,40274
165111,2,40274
203539,2,40274
121298,2,40274
203034,2,40274
121304,2,40274
203537,2,40274
165089,2,40274
121318,2,40274
129036,2,40274
165081,2,40274
165079,2,40274
121324,2,40274
165073,2,40274
121328,2,40274
164063,2,40274
121344,2,40274
203535,2,40274
165057,2,40274
121356,2,40274
203050,2,40274
129038,2,40274
165045,2,40274
122035,2,40274
166607,2,40274
129419,2,40274
166611,2,40274
167972,2,40274
150052,2,40274
150050,2,40274
162952,2,40274
150046,2,40274
168002,2,40274
162958,2,40274
201630,2,40274
201632,2,40274
167994,2,40274
201634,2,40274
148717,2,40274
118536,2,40274
148721,2,40274
148725,2,40274
162964,2,40274
168016,2,40274
148729,2,40274
122641,2,40274
122639,2,40274
118546,2,40274
137887,2,40274
167958,2,40274
137885,2,40274
167950,2,40274
167942,2,40274
167940,2,40274
167936,2,40274
167934,2,40274
167932,2,40274
137875,2,40274
162944,2,40274
168018,2,40274
167924,2,40274
204022,2,40274
129723,2,40274
148681,2,40274
201582,2,40274
201584,2,40274
168096,2,40274
168092,2,40274
162922,2,40274
43732,2,40274
168084,2,40274
201592,2,40274
136578,2,40274
168078,2,40274
168074,2,40274
201598,2,40274
201600,2,40274
168020,2,40274
118492,2,40274
129709,2,40274
168054,2,40274
129703,2,40274
201604,2,40274
204014,2,40274
201608,2,40274
162938,2,40274
201610,2,40274
201618,2,40274
168028,2,40274
118520,2,40274
162942,2,40274
148707,2,40274
162972,2,40274
167912,2,40274
201580,2,40274
167722,2,40274
137853,2,40274
201731,2,40274
148771,2,40274
118778,2,40274
150040,2,40274
167756,2,40274
167752,2,40274
150038,2,40274
122623,2,40274
167742,2,40274
201741,2,40274
118800,2,40274
167728,2,40274
167724,2,40274
137833,2,40274
167778,2,40274
118808,2,40274
118810,2,40274
167706,2,40274
203976,2,40274
137829,2,40274
163014,2,40274
203972,2,40274
167688,2,40274
118824,2,40274
203970,2,40274
122621,2,40274
40291,2,40274
122615,2,40274
163028,2,40274
118758,2,40274
148767,2,40274
137873,2,40274
167828,2,40274
137871,2,40274
137869,2,40274
201668,2,40274
162976,2,40274
167866,2,40274
118558,2,40274
201674,2,40274
162978,2,40274
162980,2,40274
201678,2,40274
118584,2,40274
148737,2,40274
137865,2,40274
118692,2,40274
201692,2,40274
148765,2,40274
201700,2,40274
167818,2,40274
136788,2,40274
201702,2,40274
136594,2,40274
167808,2,40274
162994,2,40274
167796,2,40274
118736,2,40274
118738,2,40274
148763,2,40274
118744,2,40274
162996,2,40274
118748,2,40274
137339,2,40274
201578,2,40274
202253,2,40274
117995,2,40274
168506,2,40274
148540,2,40274
201426,2,40274
150116,2,40274
168490,2,40274
168476,2,40274
168470,2,40274
168466,2,40274
117981,2,40274
162752,2,40274
201442,2,40274
168450,2,40274
162762,2,40274
201446,2,40274
162778,2,40274
201418,2,40274
201462,2,40274
150090,2,40274
204078,2,40274
201470,2,40274
201474,2,40274
118023,2,40274
162796,2,40274
137930,2,40274
162798,2,40274
201484,2,40274
168382,2,40274
204072,2,40274
168364,2,40274
168360,2,40274
148526,2,40274
201414,2,40274
118040,2,40274
204106,2,40274
204118,2,40274
129871,2,40274
129867,2,40274
168620,2,40274
117855,2,40274
117857,2,40274
204114,2,40274
122703,2,40274
168588,2,40274
204110,2,40274
150126,2,40274
168582,2,40274
201392,2,40274
129828,2,40274
201396,2,40274
204098,2,40274
168568,2,40274
201398,2,40274
201400,2,40274
201402,2,40274
129814,2,40274
117891,2,40274
117899,2,40274
117903,2,40274
148490,2,40274
168546,2,40274
201406,2,40274
148512,2,40274
168532,2,40274
117918,2,40274
118036,2,40274
118054,2,40274
129729,2,40274
201566,2,40274
148646,2,40274
148650,2,40274
168206,2,40274
204052,2,40274
204044,2,40274
168186,2,40274
150066,2,40274
204040,2,40274
201558,2,40274
168170,2,40274
122651,2,40274
162888,2,40274
201562,2,40274
201564,2,40274
162890,2,40274
162852,2,40274
122647,2,40274
148663,2,40274
168148,2,40274
168146,2,40274
201568,2,40274
118352,2,40274
201570,2,40274
204034,2,40274
118426,2,40274
201572,2,40274
148669,2,40274
201574,2,40274
201576,2,40274
118462,2,40274
168222,2,40274
168232,2,40274
118093,2,40274
168296,2,40274
150084,2,40274
26526,2,40274
204066,2,40274
118107,2,40274
118111,2,40274
150078,2,40274
201514,2,40274
148614,2,40274
201518,2,40274
148618,2,40274
137335,2,40274
204062,2,40274
129777,2,40274
201522,2,40274
150074,2,40274
168234,2,40274
168290,2,40274
129769,2,40274
118193,2,40274
129767,2,40274
204060,2,40274
118216,2,40274
204058,2,40274
201536,2,40274
118220,2,40274
118226,2,40274
150070,2,40274
118250,2,40274
201544,2,40274
201546,2,40274
148799,2,40274
201789,2,40274
163036,2,40274
202143,2,40274
129449,2,40274
166950,2,40274
203807,2,40274
166944,2,40274
129445,2,40274
122474,2,40274
149998,2,40274
166926,2,40274
137773,2,40274
163428,2,40274
119768,2,40274
203801,2,40274
166910,2,40274
148986,2,40274
163432,2,40274
119665,2,40274
137771,2,40274
163438,2,40274
166896,2,40274
203789,2,40274
166884,2,40274
166882,2,40274
122470,2,40274
166874,2,40274
203785,2,40274
166870,2,40274
128848,2,40274
202163,2,40274
203783,2,40274
166856,2,40274
202119,2,40274
202111,2,40274
163458,2,40274
167022,2,40274
167072,2,40274
148950,2,40274
203833,2,40274
167062,2,40274
167060,2,40274
203831,2,40274
203827,2,40274
122488,2,40274
203821,2,40274
119639,2,40274
148958,2,40274
148962,2,40274
202077,2,40274
202081,2,40274
167020,2,40274
129460,2,40274
167012,2,40274
167010,2,40274
203819,2,40274
202091,2,40274
166998,2,40274
166994,2,40274
137785,2,40274
203815,2,40274
166986,2,40274
166984,2,40274
166982,2,40274
137783,2,40274
163400,2,40274
166972,2,40274
166854,2,40274
166844,2,40274
118844,2,40274
166673,2,40274
202197,2,40274
163498,2,40274
163502,2,40274
122427,2,40274
163506,2,40274
166707,2,40274
119846,2,40274
149980,2,40274
202203,2,40274
202205,2,40274
166695,2,40274
166685,2,40274
166679,2,40274
166677,2,40274
166669,2,40274
136668,2,40274
166667,2,40274
202209,2,40274
202213,2,40274
137747,2,40274
166647,2,40274
202231,2,40274
166639,2,40274
166633,2,40274
202245,2,40274
119878,2,40274
122409,2,40274
149971,2,40274
122403,2,40274
122399,2,40274
149982,2,40274
203771,2,40274
203781,2,40274
166786,2,40274
166836,2,40274
202167,2,40274
166820,2,40274
166814,2,40274
166812,2,40274
166810,2,40274
202171,2,40274
119794,2,40274
166798,2,40274
149041,2,40274
203779,2,40274
122451,2,40274
119808,2,40274
119810,2,40274
166782,2,40274
163490,2,40274
122447,2,40274
203777,2,40274
166773,2,40274
122443,2,40274
119818,2,40274
202179,2,40274
136640,2,40274
149047,2,40274
166757,2,40274
149068,2,40274
166749,2,40274
203773,2,40274
163482,2,40274
163484,2,40274
167076,2,40274
148948,2,40274
167082,2,40274
163120,2,40274
201831,2,40274
148846,2,40274
119027,2,40274
201839,2,40274
201849,2,40274
201851,2,40274
119043,2,40274
203934,2,40274
163108,2,40274
119049,2,40274
119051,2,40274
150024,2,40274
119055,2,40274
148861,2,40274
122567,2,40274
118974,2,40274
122565,2,40274
167454,2,40274
167446,2,40274
163130,2,40274
26708,2,40274
167432,2,40274
167430,2,40274
137809,2,40274
119149,2,40274
122535,2,40274
167414,2,40274
167406,2,40274
137363,2,40274
167400,2,40274
201829,2,40274
118966,2,40274
167086,2,40274
148824,2,40274
163038,2,40274
167648,2,40274
163042,2,40274
163044,2,40274
118858,2,40274
129651,2,40274
201795,2,40274
148805,2,40274
167632,2,40274
167622,2,40274
201803,2,40274
148816,2,40274
203960,2,40274
118886,2,40274
122609,2,40274
122589,2,40274
167592,2,40274
167586,2,40274
201809,2,40274
136608,2,40274
167578,2,40274
167574,2,40274
129530,2,40274
129528,2,40274
203952,2,40274
201821,2,40274
118926,2,40274
150030,2,40274
203946,2,40274
167550,2,40274
167398,2,40274
148879,2,40274
163190,2,40274
167158,2,40274
203867,2,40274
167204,2,40274
163294,2,40274
129488,2,40274
167194,2,40274
202007,2,40274
119450,2,40274
203863,2,40274
167182,2,40274
119577,2,40274
119579,2,40274
119587,2,40274
202013,2,40274
119589,2,40274
163310,2,40274
136780,2,40274
167148,2,40274
148934,2,40274
167142,2,40274
167138,2,40274
119597,2,40274
167128,2,40274
119599,2,40274
203853,2,40274
150008,2,40274
119605,2,40274
202041,2,40274
202043,2,40274
167096,2,40274
119609,2,40274
201995,2,40274
148917,2,40274
167244,2,40274
201983,2,40274
119200,2,40274
119208,2,40274
129502,2,40274
163218,2,40274
167362,2,40274
163236,2,40274
119308,2,40274
167348,2,40274
167342,2,40274
167340,2,40274
201949,2,40274
163240,2,40274
167330,2,40274
167328,2,40274
167324,2,40274
167322,2,40274
167320,2,40274
167318,2,40274
163246,2,40274
167286,2,40274
167282,2,40274
148898,2,40274
148906,2,40274
26769,2,40274
163272,2,40274
167260,2,40274
201975,2,40274
201977,2,40274
201979,2,40274
161082,2,40274
170581,2,40274
199163,2,40274
173697,2,40274
173713,2,40274
175633,2,40274
175635,2,40274
199125,2,40274
199127,2,40274
173705,2,40274
198407,2,40274
123973,2,40274
173701,2,40274
205449,2,40274
205060,2,40274
160543,2,40274
175647,2,40274
123629,2,40274
199131,2,40274
123979,2,40274
175651,2,40274
110744,2,40274
123627,2,40274
173683,2,40274
173679,2,40274
110759,2,40274
173715,2,40274
138576,2,40274
110673,2,40274
199117,2,40274
138586,2,40274
123661,2,40274
160549,2,40274
107183,2,40274
145933,2,40274
145931,2,40274
150760,2,40274
107174,2,40274
199109,2,40274
173755,2,40274
146463,2,40274
146466,2,40274
123659,2,40274
138582,2,40274
173743,2,40274
146477,2,40274
175623,2,40274
146481,2,40274
199115,2,40274
110671,2,40274
175625,2,40274
110763,2,40274
110788,2,40274
110790,2,40274
123985,2,40274
145905,2,40274
145903,2,40274
160602,2,40274
145901,2,40274
175707,2,40274
175709,2,40274
199155,2,40274
173603,2,40274
175711,2,40274
150744,2,40274
160606,2,40274
175713,2,40274
173597,2,40274
146560,2,40274
173593,2,40274
175717,2,40274
205042,2,40274
175719,2,40274
199165,2,40274
199167,2,40274
199169,2,40274
160600,2,40274
173611,2,40274
173663,2,40274
150748,2,40274
160577,2,40274
123619,2,40274
107147,2,40274
160584,2,40274
110811,2,40274
145923,2,40274
123981,2,40274
205052,2,40274
146523,2,40274
107100,2,40274
205048,2,40274
146532,2,40274
199143,2,40274
199145,2,40274
110845,2,40274
110848,2,40274
130982,2,40274
199147,2,40274
110852,2,40274
199149,2,40274
173617,2,40274
175613,2,40274
110629,2,40274
176001,2,40274
107466,2,40274
198457,2,40274
160466,2,40274
145966,2,40274
160468,2,40274
123665,2,40274
107481,2,40274
110409,2,40274
146398,2,40274
198453,2,40274
175509,2,40274
198451,2,40274
173775,2,40274
107430,2,40274
175523,2,40274
198449,2,40274
199053,2,40274
131369,2,40274
160480,2,40274
198445,2,40274
128528,2,40274
198443,2,40274
173871,2,40274
199047,2,40274
145968,2,40274
205437,2,40274
173903,2,40274
146382,2,40274
173927,2,40274
159801,2,40274
110278,2,40274
150782,2,40274
110284,2,40274
175461,2,40274
173919,2,40274
159797,2,40274
110293,2,40274
173915,2,40274
175467,2,40274
150780,2,40274
199043,2,40274
107632,2,40274
131031,2,40274
107595,2,40274
107573,2,40274
175481,2,40274
205433,2,40274
199045,2,40274
199061,2,40274
173867,2,40274
145958,2,40274
128546,2,40274
160515,2,40274
145939,2,40274
145937,2,40274
160525,2,40274
199083,2,40274
107281,2,40274
107252,2,40274
199087,2,40274
110601,2,40274
205447,2,40274
107241,2,40274
198419,2,40274
173795,2,40274
160529,2,40274
131393,2,40274
159751,2,40274
123663,2,40274
173785,2,40274
107199,2,40274
175609,2,40274
107194,2,40274
131391,2,40274
173821,2,40274
198441,2,40274
198423,2,40274
198439,2,40274
198437,2,40274
173855,2,40274
175553,2,40274
199069,2,40274
198433,2,40274
198431,2,40274
110497,2,40274
159763,2,40274
146412,2,40274
173843,2,40274
136275,2,40274
160492,2,40274
137180,2,40274
198427,2,40274
173833,2,40274
205080,2,40274
198425,2,40274
110562,2,40274
199077,2,40274
160508,2,40274
205453,2,40274
173569,2,40274
173567,2,40274
160746,2,40274
173329,2,40274
159650,2,40274
160738,2,40274
175911,2,40274
198311,2,40274
173319,2,40274
146638,2,40274
146640,2,40274
199275,2,40274
175917,2,40274
150986,2,40274
199171,2,40274
160754,2,40274
173301,2,40274
199281,2,40274
173295,2,40274
159644,2,40274
111536,2,40274
175923,2,40274
175925,2,40274
175927,2,40274
204996,2,40274
146630,2,40274
199269,2,40274
123537,2,40274
160728,2,40274
128574,2,40274
205018,2,40274
160716,2,40274
199245,2,40274
173373,2,40274
205014,2,40274
146595,2,40274
199251,2,40274
205010,2,40274
159660,2,40274
175881,2,40274
175883,2,40274
175885,2,40274
199253,2,40274
145785,2,40274
130966,2,40274
175895,2,40274
199259,2,40274
199261,2,40274
173343,2,40274
199263,2,40274
175929,2,40274
150988,2,40274
175933,2,40274
124013,2,40274
199309,2,40274
138524,2,40274
145763,2,40274
111649,2,40274
173219,2,40274
124021,2,40274
173217,2,40274
204976,2,40274
131498,2,40274
150704,2,40274
175983,2,40274
199331,2,40274
111657,2,40274
159616,2,40274
111665,2,40274
63271,2,40274
145743,2,40274
111691,2,40274
175999,2,40274
63229,2,40274
173193,2,40274
173237,2,40274
111597,2,40274
175935,2,40274
160782,2,40274
198307,2,40274
175939,2,40274
136822,2,40274
173275,2,40274
111568,2,40274
204992,2,40274
146650,2,40274
128435,2,40274
199295,2,40274
175955,2,40274
173259,2,40274
160776,2,40274
130954,2,40274
175957,2,40274
130952,2,40274
175959,2,40274
173251,2,40274
160780,2,40274
175961,2,40274
175963,2,40274
159630,2,40274
173399,2,40274
145793,2,40274
205485,2,40274
198365,2,40274
159708,2,40274
159706,2,40274
110966,2,40274
198361,2,40274
106972,2,40274
198359,2,40274
110973,2,40274
111036,2,40274
198351,2,40274
159700,2,40274
173507,2,40274
145861,2,40274
131409,2,40274
175781,2,40274
106887,2,40274
175785,2,40274
111048,2,40274
173497,2,40274
198345,2,40274
106824,2,40274
175799,2,40274
160660,2,40274
173527,2,40274
205479,2,40274
173529,2,40274
123607,2,40274
175729,2,40274
160642,2,40274
199175,2,40274
205459,2,40274
175733,2,40274
199177,2,40274
205038,2,40274
173551,2,40274
123989,2,40274
106996,2,40274
150736,2,40274
123587,2,40274
110889,2,40274
173537,2,40274
138568,2,40274
106992,2,40274
159712,2,40274
205463,2,40274
110925,2,40274
199185,2,40274
138564,2,40274
159688,2,40274
175859,2,40274
173443,2,40274
175835,2,40274
160692,2,40274
123563,2,40274
198335,2,40274
173431,2,40274
145827,2,40274
175843,2,40274
146586,2,40274
173427,2,40274
175847,2,40274
173421,2,40274
175849,2,40274
150728,2,40274
123561,2,40274
130968,2,40274
175851,2,40274
199233,2,40274
173409,2,40274
160702,2,40274
111325,2,40274
173401,2,40274
175833,2,40274
146584,2,40274
175807,2,40274
160688,2,40274
106770,2,40274
173485,2,40274
173483,2,40274
111103,2,40274
160672,2,40274
159684,2,40274
198343,2,40274
159682,2,40274
173475,2,40274
175817,2,40274
138560,2,40274
136283,2,40274
159678,2,40274
146578,2,40274
198339,2,40274
205028,2,40274
173463,2,40274
173459,2,40274
123575,2,40274
138556,2,40274
160686,2,40274
110267,2,40274
110265,2,40274
175451,2,40274
205283,2,40274
198819,2,40274
109010,2,40274
131256,2,40274
109019,2,40274
175157,2,40274
146154,2,40274
159994,2,40274
109032,2,40274
174667,2,40274
205285,2,40274
174653,2,40274
146224,2,40274
174649,2,40274
160157,2,40274
128482,2,40274
205279,2,40274
174643,2,40274
174641,2,40274
123818,2,40274
174635,2,40274
174633,2,40274
146166,2,40274
159996,2,40274
146148,2,40274
198817,2,40274
175147,2,40274
150878,2,40274
128490,2,40274
138688,2,40274
198799,2,40274
150874,2,40274
137136,2,40274
174723,2,40274
174717,2,40274
198597,2,40274
198595,2,40274
146132,2,40274
160137,2,40274
198807,2,40274
205289,2,40274
198809,2,40274
108970,2,40274
108993,2,40274
160143,2,40274
146142,2,40274
198813,2,40274
123832,2,40274
174627,2,40274
175163,2,40274
198583,2,40274
137166,2,40274
131190,2,40274
160213,2,40274
174525,2,40274
174523,2,40274
160215,2,40274
8863,2,40274
205200,2,40274
198871,2,40274
150846,2,40274
198873,2,40274
174507,2,40274
205357,2,40274
205359,2,40274
109474,2,40274
109479,2,40274
160223,2,40274
150844,2,40274
146216,2,40274
198545,2,40274
198885,2,40274
137134,2,40274
198869,2,40274
150898,2,40274
108389,2,40274
146202,2,40274
205273,2,40274
146176,2,40274
109193,2,40274
150860,2,40274
109229,2,40274
150858,2,40274
146192,2,40274
146058,2,40274
175181,2,40274
136231,2,40274
198571,2,40274
174577,2,40274
205263,2,40274
131206,2,40274
109245,2,40274
108306,2,40274
198555,2,40274
174563,2,40274
205261,2,40274
198551,2,40274
109273,2,40274
198793,2,40274
160122,2,40274
136824,2,40274
160082,2,40274
174895,2,40274
108658,2,40274
160022,2,40274
146104,2,40274
108676,2,40274
138706,2,40274
150882,2,40274
198733,2,40274
174873,2,40274
174871,2,40274
198737,2,40274
198655,2,40274
174867,2,40274
174865,2,40274
138724,2,40274
160092,2,40274
160096,2,40274
123876,2,40274
198647,2,40274
160098,2,40274
198643,2,40274
198721,2,40274
174903,2,40274
146116,2,40274
175019,2,40274
160054,2,40274
174943,2,40274
8627,2,40274
205315,2,40274
198687,2,40274
65696,2,40274
174965,2,40274
160044,2,40274
160042,2,40274
174975,2,40274
160064,2,40274
198707,2,40274
160030,2,40274
205309,2,40274
205333,2,40274
174915,2,40274
198665,2,40274
198711,2,40274
198659,2,40274
175013,2,40274
108639,2,40274
174851,2,40274
174843,2,40274
175123,2,40274
146126,2,40274
174791,2,40274
205337,2,40274
138694,2,40274
198617,2,40274
198763,2,40274
160004,2,40274
174783,2,40274
198765,2,40274
198767,2,40274
66036,2,40274
146074,2,40274
198607,2,40274
198771,2,40274
175111,2,40274
198775,2,40274
175115,2,40274
174765,2,40274
175117,2,40274
198603,2,40274
198787,2,40274
174753,2,40274
160116,2,40274
198621,2,40274
160104,2,40274
123844,2,40274
123852,2,40274
174837,2,40274
198641,2,40274
108799,2,40274
198635,2,40274
198633,2,40274
160014,2,40274
108808,2,40274
174821,2,40274
175065,2,40274
198751,2,40274
175069,2,40274
174817,2,40274
123850,2,40274
175071,2,40274
123878,2,40274
174811,2,40274
174807,2,40274
108877,2,40274
174803,2,40274
123880,2,40274
198887,2,40274
198891,2,40274
107664,2,40274
199003,2,40274
160388,2,40274
138752,2,40274
123727,2,40274
175339,2,40274
160396,2,40274
174073,2,40274
146331,2,40274
205142,2,40274
107919,2,40274
175349,2,40274
146335,2,40274
205196,2,40274
107903,2,40274
110034,2,40274
175353,2,40274
199005,2,40274
174051,2,40274
174049,2,40274
174047,2,40274
160406,2,40274
175365,2,40274
205407,2,40274
198991,2,40274
175333,2,40274
159894,2,40274
160378,2,40274
174167,2,40274
174161,2,40274
123729,2,40274
198975,2,40274
198977,2,40274
8888,2,40274
160341,2,40274
109929,2,40274
205152,2,40274
160352,2,40274
174117,2,40274
198983,2,40274
174113,2,40274
175321,2,40274
160356,2,40274
131090,2,40274
198985,2,40274
109949,2,40274
205150,2,40274
175327,2,40274
160370,2,40274
160412,2,40274
146014,2,40274
198491,2,40274
198483,2,40274
128522,2,40274
110219,2,40274
146370,2,40274
175421,2,40274
205427,2,40274
198479,2,40274
205120,2,40274
205118,2,40274
198475,2,40274
145996,2,40274
123937,2,40274
199029,2,40274
110227,2,40274
175437,2,40274
175439,2,40274
107669,2,40274
146376,2,40274
175443,2,40274
110253,2,40274
146380,2,40274
128445,2,40274
173983,2,40274
175415,2,40274
123717,2,40274
110163,2,40274
146008,2,40274
64979,2,40274
107863,2,40274
150794,2,40274
175385,2,40274
110090,2,40274
159839,2,40274
110114,2,40274
107853,2,40274
175395,2,40274
131353,2,40274
175403,2,40274
199019,2,40274
110136,2,40274
174001,2,40274
137124,2,40274
199021,2,40274
107732,2,40274
123923,2,40274
205126,2,40274
150792,2,40274
174169,2,40274
107970,2,40274
198967,2,40274
175245,2,40274
205373,2,40274
108072,2,40274
174409,2,40274
160277,2,40274
198915,2,40274
174393,2,40274
205377,2,40274
174377,2,40274
109747,2,40274
137130,2,40274
160285,2,40274
174363,2,40274
131308,2,40274
175261,2,40274
128470,2,40274
146032,2,40274
174357,2,40274
174353,2,40274
175271,2,40274
175273,2,40274
175275,2,40274
160269,2,40274
109704,2,40274
174307,2,40274
198907,2,40274
198893,2,40274
198895,2,40274
174467,2,40274
108218,2,40274
175235,2,40274
123765,2,40274
198899,2,40274
109645,2,40274
109651,2,40274
174453,2,40274
174451,2,40274
175237,2,40274
205194,2,40274
109669,2,40274
205365,2,40274
205367,2,40274
174441,2,40274
131186,2,40274
198901,2,40274
198903,2,40274
198905,2,40274
174309,2,40274
198933,2,40274
198513,2,40274
205176,2,40274
198951,2,40274
174235,2,40274
198953,2,40274
198955,2,40274
138652,2,40274
174227,2,40274
131122,2,40274
205172,2,40274
146277,2,40274
174209,2,40274
138642,2,40274
198515,2,40274
174203,2,40274
123739,2,40274
146291,2,40274
198963,2,40274
107974,2,40274
160323,2,40274
109808,2,40274
205385,2,40274
109812,2,40274
198949,2,40274
160305,2,40274
174297,2,40274
138660,2,40274
174293,2,40274
108048,2,40274
198525,2,40274
174281,2,40274
198523,2,40274
175287,2,40274
198935,2,40274
131154,2,40274
108012,2,40274
198937,2,40274
174269,2,40274
198939,2,40274
108007,2,40274
160299,2,40274
109771,2,40274
108001,2,40274
174261,2,40274
150902,2,40274
198941,2,40274
198517,2,40274
175305,2,40274
173191,2,40274
198695,2,40274
173189,2,40274
146736,2,40274
198127,2,40274
198123,2,40274
61560,2,40274
199586,2,40274
172687,2,40274
176379,2,40274
112617,2,40274
173009,2,40274
176383,2,40274
112621,2,40274
137218,2,40274
112644,2,40274
